TWEET_ID_ANON,USER_ID_ANON,TWEET_TEXT,CREATED_AT
242,21,Ayer se me olvidó tomar la venlafaxina y hoy estoy mareada pero mi flojera es mayor.,Wed Feb 28 19:04:20 +0000 2018
243,21,"Tratamiento, día 718. Hoy comencé el día estando desanimada y triste. El ejercicio me ayudó mucho, estoy pensando e… EXTERNAL_LINK",Wed Feb 07 05:44:01 +0000 2018
244,21,"Tratamiento, día 830. Estoy triste y estresada. Aun así me río fácil, fuerte y con ganas, como si en ese momento no… EXTERNAL_LINK",Thu May 31 05:07:47 +0000 2018
245,21,"Tratamiento, día 834. Exploté por frustración y enojo. Lloré y me desahogué y listo, dejé de ser verde.",Tue Jun 05 04:59:13 +0000 2018
246,21,Dice mi cuerpo que baje por comida pero no se mueve ni hace el intento.,Tue Feb 06 17:56:38 +0000 2018
247,21,"Tratamiento, día 832. Les dije a mis papás que no era malo tener miedo, llorar o enojarse. Y creo que se sacaron de… EXTERNAL_LINK",Sat Jun 02 07:01:40 +0000 2018
248,21,"Tratamiento, día 620. A ratos estoy muy triste y a veces se me olvida todo lo que pueda tener dentro. ¿Es porque me voy a casar?",Wed Nov 01 05:18:02 +0000 2017
249,22,Odio ser tan insegura de todo; estoy cansada de vivir con ese constante miedo de fallar y decepcionar a las personas que mas quiero.,Wed Dec 09 15:18:43 +0000 2015
250,22,"Me siento la persona mas reemplazable del mundo, siempre.",Thu Sep 10 00:37:54 +0000 2015
251,22,"Quiero estar bien y no lo consigo, por mucho que me esfuerce siempre va a haber algo que me haga mal.",Tue Sep 01 03:39:43 +0000 2015
252,22,Mis ganas de cortarme son enormes. 😩,Wed Sep 02 01:54:55 +0000 2015
253,22,"Estoy tan acostumbrada a estar mal, que ya no trato ni de entender que me pasa.",Tue Feb 23 16:10:56 +0000 2016
254,22,Cada día se vuelve mas insoportable fingir que estoy bien cuando en realidad no es así.,Thu Sep 03 15:06:20 +0000 2015
255,22,Mi vida sería tan diferente si tuviera aunque sea un poco de autoestima.,Wed Dec 09 15:17:47 +0000 2015
256,22,"Hay días en los que el vacío que llevo dentro se siente mas pesado que otras veces, pero no entiendo por qué.",Fri Dec 18 04:35:17 +0000 2015
257,22,Siento que no encajo en ningún lugar.,Mon Sep 07 20:05:22 +0000 2015
258,22,Que triste sentirse en tanta soledad cuando estas rodeado de gente que dice ser tu amigo.,Sat Nov 21 17:14:26 +0000 2015
259,22,Odio esa sensación de no ser suficiente para nadie.,Wed Mar 02 14:19:40 +0000 2016
260,23,"Últimamente no soporto ni la mínima cosa, ya me cansaron",Mon Feb 19 21:22:24 +0000 2018
261,23,Que alguien me diga por qué en las noches me pongo re insoportable,Sun Mar 04 06:48:27 +0000 2018
262,23,Que vida de mierda la mía :(,Tue Feb 07 22:33:45 +0000 2017
263,23,Me siento muy triste y bueno mañana seguro amanezco peor,Tue Feb 13 05:08:16 +0000 2018
264,23,Es inicio de semana y ya estoy cansada y estresada,Tue Mar 06 05:23:40 +0000 2018
265,23,"Tengo sueño, flojera, cansancio, hambre, tengo todo, menos felicidad",Thu Feb 15 21:18:09 +0000 2018
266,23,La hora que es y yo sin poder dormir lpm,Sun Feb 04 10:35:33 +0000 2018
267,23,No soporto nada,Mon Feb 19 06:40:43 +0000 2018
268,23,"Seguro si vuelvo a cerrar todas mis redes como hace años, nadie lo va a notar porque a todos les importo una mierda",Tue Mar 13 05:46:35 +0000 2018
269,23,Hace una hora me sentía de lo más feliz y ahorita sólo me quiero morir,Mon Feb 26 06:19:01 +0000 2018
270,23,Todo el tiempo me siento triste lpm ya estoy harta,Thu Mar 01 06:51:25 +0000 2018
271,24,Me siento ahogada...,Tue Nov 28 20:36:58 +0000 2017
272,24,Cuando te pones a leer la historia clínica y ves la parte de cuando iba al psicólogo y psiquiatra...🔫🔫🔫,Mon Nov 27 22:46:48 +0000 2017
273,24,"A veces uno cae en depresión, y sólo quiere abrazar a alguien para desahogarse, pero no puede... No hay nadie a quien abrazar.",Sun Nov 26 18:02:07 +0000 2017
274,24,Últimamente no estoy soportando nada... que mierda me esta pasando,Mon Mar 12 20:40:43 +0000 2018
275,24,Soy el ejemplo de decepción en pinta sin duda,Thu May 03 15:11:20 +0000 2018
276,24,Una decepción atrás de otra...,Sat May 05 02:19:26 +0000 2018
277,24,No puedo hacer nada bien...,Thu May 03 15:19:01 +0000 2018
278,24,Lo que me odio no tiene explicación....,Mon Dec 18 12:25:07 +0000 2017
279,24,Ni ganas de vivir...,Fri Apr 13 04:30:39 +0000 2018
280,24,Autoestima por el piso...,Fri Apr 13 04:31:13 +0000 2018
281,24,Esto no se puede llamar vida si todo los días te despiertas deseando nunca mas hacerlo....,Mon Mar 19 00:44:13 +0000 2018
282,25,"Al final siempre se vuelve a caer en lo mismo, una y otra vez",Wed Feb 22 13:51:07 +0000 2017
283,25,La cabeza llena de demonios,Tue Nov 01 15:29:08 +0000 2016
284,25,"Podes sentirte bien varios días, pero en algun momento volves a caer en ese mismo agujero que tanto te costo salir",Fri Dec 30 05:32:57 +0000 2016
285,25,"No sirvo para nada, y nunca servi",Wed Mar 08 04:18:41 +0000 2017
286,25,"Me inundan las ganas de volver a cortarme,  sentir la navaja en mi piel, intento resistirme, aunque se que voy a volver a perder esta guerra",Fri Dec 30 05:39:21 +0000 2016
287,25,Que ganas de romper todo,Wed Mar 08 04:19:08 +0000 2017
288,25,Me siento tan perdida,Fri Jan 27 08:28:24 +0000 2017
289,25,Nunca me senti tan sola,Sun Jan 15 05:23:54 +0000 2017
290,25,"Soy un desastre, un maldito desastre",Wed Feb 22 13:50:20 +0000 2017
291,25,"Cuando sientes que no puedes estar peor, pasa algo que te hacer dar cuenta que hay un pozo más profundo",Mon Oct 17 14:54:52 +0000 2016
292,26,"No siento mi cuerpo, me duele todo. Preferiría estar muerta.",Fri Feb 02 02:10:00 +0000 2018
293,26,"Primera sesión con mi psicóloga después de mucho y quiere que hable de mi ex. 
Estás loca mujer., Más que yo",Fri Mar 30 17:12:05 +0000 2018
294,26,"Para que mierda existo si me siento tan sola, estoy harta.",Mon Mar 26 11:44:05 +0000 2018
295,26,No me levanté en todo el día de mi cama. No quiero que me molesten,Mon Mar 19 00:54:25 +0000 2018
296,26,"No tengo miedo de medicarme, solo espero que sea mejor para mí y no termine peor que ahora",Mon May 14 19:34:52 +0000 2018
297,26,"Porque la vida me sigue pegando tan duro, ya no puedo más.",Wed Mar 14 02:51:40 +0000 2018
298,26,Desde anoche no se me quita esa sensación de no poder respirar,Mon Jan 29 11:32:50 +0000 2018
299,26,"Tengo mil ganas de pegarme un tiró, de acabar con toda esta mierda
Ya no puedo más, ya nadie me puede salvar.",Fri Mar 30 08:49:09 +0000 2018
300,26,Quiero dejar de sentirme mal todo el tiempo.,Wed Feb 28 02:57:38 +0000 2018
301,26,El ataque de ansiedad que tuve ayer fue uno de los más feos en toda mi vida.,Tue Mar 13 12:10:20 +0000 2018
302,26,"La noche está fría, no puedo dormir
Ojalá el insomnio se fuera, pero nunca se va.",Wed Jan 24 08:13:46 +0000 2018
303,26,Lágrimas de noche un infierno de día,Sat Feb 24 12:55:39 +0000 2018
304,27,Hoy estoy más caída que nunca.,Tue Feb 20 20:31:23 +0000 2018
305,27,No llegó a nada. Siempre me quedó parada en el camino.,Mon Feb 19 23:30:07 +0000 2018
306,27,"No quiero comer. 
No quiero vivir.
No quiero estudiar.
No quiero sufrir.
No quiero seguir
No quiero luchar
No quiero sentir.

No quiero..",Mon Apr 23 21:17:43 +0000 2018
307,27,Estoy muy angustiada. De sentir que no sirvo para nada.,Mon Apr 23 20:27:12 +0000 2018
308,27,"Me apegue tanto a las acompañante terapéuticas que me cuesta mucho soltarla.
Por que a pesar de que sea una mierda. Tengo sentimiento.",Mon Apr 23 21:15:13 +0000 2018
309,27,Me siento que no puedo más.,Mon Apr 23 20:15:11 +0000 2018
310,27,Odio los antidepresivos. Remedios de mierda. Que al pedo los tomó que no me hacen absolutamente nada.,Mon Feb 19 23:05:10 +0000 2018
311,27,"Necesito a mi psiquiatra.
Necesito que me suba la medicación.",Mon Apr 23 21:09:22 +0000 2018
312,27,Quiero irme de acá.,Tue Feb 20 18:03:13 +0000 2018
313,27,Me tomaría todas las pastillas de una vez a ver si hacen efecto,Mon Apr 23 20:16:33 +0000 2018
314,27,Quiero sentirme viva... Odio estar tan muerta.,Wed Feb 21 00:38:02 +0000 2018
315,27,Hasta fracase en los intentos de matarme. Soy una boluda fracasada. Me odio.,Mon Feb 19 22:42:48 +0000 2018
316,27,Que depresión de mierda.,Mon Apr 23 20:54:48 +0000 2018
317,27,Me duele la cabeza. Quiero dormir.,Mon Feb 19 20:59:48 +0000 2018
318,27,"Los miedos, me impiden tantas cosas.",Wed Feb 21 00:10:04 +0000 2018
319,27,Tantas ganas de cortarme. Quiero sacarme el dolor que siento dentro de mi. Aunque no dure demasiado. Pero me alivia.,Mon Feb 19 22:40:56 +0000 2018
320,27,Pienso a veces que no tengo salida de esto,Sun Apr 22 22:13:15 +0000 2018
321,27,Por que no me muero de una vez.,Mon Apr 23 21:15:52 +0000 2018
322,27,Estoy tan cansada de ser esta mierda que soy,Mon Apr 23 16:24:35 +0000 2018
323,28,La depresion y los estudios no son buena conbinacion,Wed Feb 07 08:22:50 +0000 2018
324,28,Que vacía me siento,Tue Feb 06 05:15:10 +0000 2018
325,28,Más sola que nunca,Fri Feb 09 08:05:39 +0000 2018
326,28,Me siento sola,Tue Feb 06 02:18:22 +0000 2018
327,28,No valgo nada,Fri Feb 09 08:08:22 +0000 2018
328,28,Me voy a suicidar,Tue Mar 06 14:36:22 +0000 2018
329,28,Ojalá nunca hubiera nacido,Tue Mar 06 07:31:43 +0000 2018
330,28,"Antes estaba bien, y ahora estoy rota , más rota, y ya no sé qu hacer para arreglarme",Tue Mar 06 07:12:54 +0000 2018
331,28,Odio mi vida,Thu Feb 08 06:31:35 +0000 2018
332,28,No me gusta mi vida,Tue Feb 06 05:14:18 +0000 2018
333,29,No paro de llorar que mierda esto.,Sat Apr 22 01:39:27 +0000 2017
334,29,Si tuviera el valor de matarme ya lo hubiera hecho o estaría en eso.,Wed Jun 07 06:27:45 +0000 2017
335,29,"Lloro con un dolor,con una angustia tan grande.",Thu Jun 08 16:27:05 +0000 2017
336,29,"Estoy muy deprimida,y mayor mente siempre es mi culpa.",Mon Aug 28 16:41:49 +0000 2017
337,29,Tan destrozada me siento que no doy mas,Wed Jun 07 06:26:47 +0000 2017
338,29,"Me voy a terminar matando firme si no terminó muerta en breve,termino con todas las drogas tratando de explicarme y perder la memoria",Wed Jun 07 06:00:56 +0000 2017
339,29,Ya veo que no paró mas de llorar todo el tiempo llorando deprimida acostada sin comer sin bañarme tdo,Wed Jun 07 06:39:39 +0000 2017
340,29,Todo esto para que?  Para que carajo sólo lloro y digo porque todo una mierda,Wed Jun 07 06:24:45 +0000 2017
341,29,Que mal me siento me duele todo,Mon Nov 06 16:14:16 +0000 2017
342,30,Es mas fácil matarme que vivir así.,Thu Apr 20 15:56:10 +0000 2017
343,30,"Estoy vacía.

Si no fuese por el dolor, ya no me quedaría vida.",Sun Oct 08 10:53:13 +0000 2017
344,30,Quiero llorar muy fuertemente.,Thu Apr 27 15:25:59 +0000 2017
345,30,Necesito descansar pero mi mente se opone a ello.,Sat Dec 16 00:26:00 +0000 2017
346,30,"Pensaba que la medicación no servía para una puta mierda, pero a los dos dias de dejar de tomarmela me han dado una… EXTERNAL_LINK",Sun Jan 07 23:22:17 +0000 2018
347,30,"Me ha citado otra psiquiatra, ahora tengo dos.",Mon Apr 03 20:08:44 +0000 2017
348,30,No aguanto más.,Mon May 15 14:23:44 +0000 2017
349,30,Quiero morirme y no tengo miedo.,Tue Jan 30 21:10:50 +0000 2018
350,30,"Me van a cambiar el tratamiento y eso significa que los brotes psicóticos van a volver.

Y encima me quieren ingresar de nuevo.",Fri Apr 21 20:35:06 +0000 2017
351,30,"A ver cuando la gente empieza a concienciarse de que una enfermedad mental no se padece porque uno quiera, nadie quiere estar ENFERMO.",Sat Apr 22 21:47:23 +0000 2017
352,31,En la noche es donde los pensamientos me hacen mierda,Wed Aug 09 00:33:53 +0000 2017
353,31,"Estoy bien, sólo que a veces me dan ganas de matarme pero sólo es eso.",Thu Sep 07 02:46:52 +0000 2017
354,31,"Siempre lo hecho a perder , mis relaciones, mis amigxs, la escuela, simplemente todo.",Tue Aug 01 20:56:11 +0000 2017
355,31,Y todo empezó ir mal otra vez,Wed Aug 30 22:25:37 +0000 2017
356,31,Nadie debería de irse a dormir pensando que es un inútil,Tue Dec 19 15:21:50 +0000 2017
357,31,Ahora ya no siento nada.,Tue Aug 01 22:27:18 +0000 2017
358,31,"Ese dolor que te da de repente y no sabes que hacer, sólo tenes ganas de llorar y dejar de existir porque piensas q… EXTERNAL_LINK",Tue Dec 19 15:20:47 +0000 2017
359,31,Odio ser tan sensible a todo,Sun Sep 24 16:24:58 +0000 2017
360,31,No soy suficiente para nadie y ya me eh acostumbrado a eso.,Fri Aug 04 01:05:06 +0000 2017
361,31,No se dan una idea de lo que me está pasando,Sun Jan 14 17:22:04 +0000 2018
362,32,Me falta valor hasta para suicidarme,Fri Jan 19 23:44:16 +0000 2018
363,32,Soy un fracaso en todos los sentidos.,Wed Jan 17 10:52:08 +0000 2018
364,32,"Todo lo que hago, lo hago mal.
Hago daño a la gente de mi alrededor, sin querer.
Me doy asco físicamente.
A parte d… EXTERNAL_LINK",Sat Jan 13 23:40:44 +0000 2018
365,32,Cuando estas sola y no puedes mas con tu vida...🔪,Thu Mar 08 13:29:33 +0000 2018
366,32,A veces el que calla es el que pide ayuda a gritos..,Mon Jan 01 23:17:49 +0000 2018
367,32,Todo sería mas fácil si estuviera muerta,Tue Feb 09 21:23:23 +0000 2016
368,32,Que nadie me valore me hace sentirme aún mas mierda de lo que soy,Wed Jan 06 21:00:31 +0000 2016
369,32,"Soy una mierda, todo lo hago mal",Wed Feb 24 22:34:54 +0000 2016
370,32,Me quiero morir,Fri Jan 19 23:43:57 +0000 2018
371,32,"No puedo mas con mi vida, nada puede irme peor..",Fri Jan 12 10:23:36 +0000 2018
372,33,Puedo sentir la angustia en mi.,Thu Jan 11 18:28:06 +0000 2018
373,33,Casi 20 años y sigo sin sentirme feliz.,Thu Jan 11 17:53:21 +0000 2018
374,33,"No soy nadie,
No he sido nadie
Y me voy a morir siendo nadie.",Thu Nov 16 02:08:35 +0000 2017
375,33,"Siento que no tengo un propósito, que estoy aquí sólo para llenar espacio, nadie me quiere, mi familia piensa o sab… EXTERNAL_LINK",Thu Nov 16 01:55:47 +0000 2017
376,33,"El mundo no necesita más gente como yo, gente inútil, buena para nada, maldita que no hace nada por el bien de los demás ni el propio.",Thu Nov 16 01:58:18 +0000 2017
377,33,"Odio mi existencia, que lamentable es.",Thu Jan 11 17:48:27 +0000 2018
378,33,"No me siento querida, tengo un vacío en mi pecho, ganas de sentirme amada por mi familia y apreciada, pero no hago… EXTERNAL_LINK",Thu Nov 16 01:57:45 +0000 2017
379,33,"Que pare de doler. Por favor, por favor, por favor.",Thu Nov 16 02:05:35 +0000 2017
380,33,"Tenia planeado hablar con alguien para desahogarme hoy, pero termine llorando sola porque todos pasan de mi.",Thu Jan 11 18:38:59 +0000 2018
381,33,"No puedo hablar de amor propio, yo no tengo eso",Sun Nov 19 03:15:40 +0000 2017
382,33,"Tengo mil ganas de cortarme, de llorar, de dejar de existir, que agonía tener este sentimiento desde hace casi 5 años.",Thu Jan 11 17:50:25 +0000 2018
383,34,Mi mundo se esta desmoronando y ya no tengo fuerzas como para armarlo.,Sat Feb 03 17:16:37 +0000 2018
384,34,"No saben cuanto quisiera largarme de esta casa y no volverlos a ver en mi vida, esta ya no es mi familia, ya no quiero vivir aquí.",Tue Mar 20 23:36:27 +0000 2018
385,34,"Pierdo todas mis energías para todo. A veces me pregunto si es que alguien en absoluto me conoce, si alguien sabe en realidad quien soy.",Tue May 01 03:24:39 +0000 2018
386,34,"Me odio, odio cada parte de mi ser.",Fri Dec 15 01:05:54 +0000 2017
387,34,"Emocionalmente: Ya no puedo más. 
Mentalmente: Estoy agotada. 
Espiritualmente: Estoy muerta.
Físicamente: Sonrió",Sat Feb 03 04:19:46 +0000 2018
388,34,"Mi vida es como un cubo de rubik, arreglas un lado, y se arruinan todos los demás.",Tue Mar 20 12:25:02 +0000 2018
389,34,NO SABEN CUANTO ODIO ESTAR VIVA.,Sat Mar 10 00:21:18 +0000 2018
390,34,"Porque hay días que tu mejor opción es irte a dormir. Durmiendo las cosas no pesan, no duelen, no cansan. 

Dormir repara.",Tue Jan 30 19:32:11 +0000 2018
391,34,"Ni te imaginas lo que es sentirse sola, y no poder decirle a nadie que estas muriendo por dentro.",Sat May 12 03:32:15 +0000 2018
392,34,"NO SABEN CUANTO QUISIERA NO ESTAR ENFERMA, NO SABEN CUANTO QUISIERA QUE TODO ESTO ACABARÁ YA..",Sun Mar 11 07:01:40 +0000 2018
393,34,"Tengo ganas de gritar, llorar, de desahogarme con alguien que me entienda.",Tue May 01 03:18:23 +0000 2018
394,35,No estoy comiendo bien tampoco durmiendo bien; mucho menos estoy haciendo las cosas bien simplemente no estoy funcionando.,Sun Feb 11 18:23:27 +0000 2018
395,35,"No, no estoy bien. Pero no lo he estado desde los 12, quizás 13. Sin embargo todavía estoy aquí. Todavía sigo respi… EXTERNAL_LINK",Sat Feb 17 01:01:22 +0000 2018
396,35,"Hoy discutí con mi madre y sólo decía cosas malas de mi, sólo lo malo. Me quede callada, escuche y no paraba de llo… EXTERNAL_LINK",Mon Feb 26 18:33:09 +0000 2018
397,35,"Querido diario: 

Estoy cansada del mundo, cansada de fingir que todo va bien, quiero irme de este lugar. El mundo es una puta mierda.",Thu Feb 22 03:12:02 +0000 2018
398,35,Existen cosas que duelen en mi interior y nadie las puede notar.,Mon Mar 05 03:51:41 +0000 2018
399,35,"las personas no mueren por suicidio, ellas mueren por tristeza.",Wed Feb 28 16:50:27 +0000 2018
400,35,"Es que no me siento mal, es que no me siento bien, es que ya no siento nada.",Thu Mar 01 03:01:55 +0000 2018
401,35,"Sabes q estás mal cuando ya nada te sorprende, cuando ya no quieres salir ni hacer vida social, cuando todo a tu al… EXTERNAL_LINK",Wed Feb 28 19:35:02 +0000 2018
402,35,"Ya he perdido todo, las ganas de comer, de dormir, de ser feliz e incluso de llorar. He perdido las ganas de vivir.",Sun Feb 18 06:23:30 +0000 2018
403,35,Que se supone que se debe hacer cuanto ya no tienes ganas de nada? Cuando ni dormir funciona? Cuando estas cansada… EXTERNAL_LINK,Sat Feb 24 06:48:14 +0000 2018
404,35,"Me siento tan sola y vacía que estoy colocando en juego mi estabilidad, aquella balanza que me mantiene fuera del c… EXTERNAL_LINK",Tue Mar 06 18:18:47 +0000 2018
405,36,Necesito desaparecer para siempre.,Mon Jan 15 23:56:12 +0000 2018
406,36,Sólo quiero terminar con mi existencia.,Mon Sep 18 03:16:02 +0000 2017
407,36,Cada vez tengo más ganas de morirme.,Wed Feb 21 03:14:01 +0000 2018
408,36,Solo quiero dormir.,Wed Feb 21 01:03:30 +0000 2018
409,36,Me doy asco.,Sun Jan 28 00:04:50 +0000 2018
410,36,"Mi vida esta llena de errores, empezando por mi.",Wed Oct 04 22:32:22 +0000 2017
411,36,Es difícil dormir cuando la mente no se calla...,Wed Feb 21 01:50:48 +0000 2018
412,36,No valgo para ser feliz.,Mon Oct 02 22:18:36 +0000 2017
413,36,Me siento tan solo...,Mon Feb 12 23:38:32 +0000 2018
414,36,Cada vez tengo más ganas de morirme.,Sun Nov 26 00:23:15 +0000 2017
415,37,Sentimiento constante de querer alejar a las personas que más amo de mí porque lo único que puedo aportar es negatividad y tristeza.,Wed Aug 26 02:11:29 +0000 2015
416,37,"No puedo entender cómo, pero mi vida cada día es más mierda.",Sun Oct 29 21:31:56 +0000 2017
417,37,"Estoy cada vez peor y no tengo a nadie con quien hablar. Siento que aún si no quisiera matarme, no me quedaría otra… EXTERNAL_LINK",Sat Feb 24 17:12:50 +0000 2018
418,37,"Todo el mundo entrenando, que vida fácil que tienen lpm quién me mandó a tener depresión",Wed Feb 07 02:26:54 +0000 2018
419,37,"Nada nunca va a mejorar toda la mierda que es mi vida y mi cabeza. Los odio a todos por poder estar bien, esa es la… EXTERNAL_LINK",Sun Mar 04 18:27:58 +0000 2018
420,37,Las ganas de bajarme una caja de Clonazepam entera que tengo son incontrolables!!!!!! Lo necesito,Tue Jan 30 06:53:10 +0000 2018
421,37,HARTA de comer mal y estar tirada en la cama. Qué horrible es vivir,Sun Mar 04 23:20:31 +0000 2018
422,37,"Lo que más más más deseo en mi vida, es suicidarme. No importa cuándo, quiero ser yo la que toma la decisión sobre… EXTERNAL_LINK",Sun Dec 17 03:45:20 +0000 2017
423,37,"Cómo me gustaría que en vez de regalarme algo para mi cumpleaños que me ponga contenta sólo por un tiempo, les impo… EXTERNAL_LINK",Sat Feb 24 18:56:22 +0000 2018
424,37,"Qué envidia que le tengo siempre a toda la gente, todo el tiempo por algo. Me muero por ser cualquier persona menos… EXTERNAL_LINK",Wed Dec 13 01:56:09 +0000 2017
425,38,La depresión es el mejor asesino para todo suicida.,Mon Nov 06 00:58:34 +0000 2017
426,38,"¿Que sientes?
—Un vacío en mi vida.",Tue Nov 28 00:28:01 +0000 2017
427,38,"¿Porqué es tan difícil quererse a uno mismo? Veo a otras personas tan perfectas y yo, yo doy asco.",Wed Nov 15 01:00:51 +0000 2017
428,38,Ya casi terminando él año y con una muy profunda cicatriz y una semana en el hospital,Tue Nov 21 04:23:07 +0000 2017
429,38,"Soy el sarcasmo, inestabilidad y depresión hecha ser humano.",Tue Nov 28 00:29:04 +0000 2017
430,38,Vencer a mi mente es un trabajo de todos los malditos días... Ella tiene control sobre mi,Fri Oct 27 02:15:11 +0000 2017
431,38,El alimento de la depresión son aquellas tristezas diarias.,Fri Dec 01 22:30:46 +0000 2017
432,38,"no son días, ni semanas, ni meses que hace que me siento tan mal que no puedo soportarme a mi misma.son años y ya siento que estoy al límite",Mon Nov 13 14:36:52 +0000 2017
433,38,"No quiero estar sola, pero el mero hecho de mi existencia repele a las personas y las aleja de mi.",Mon Nov 06 21:49:16 +0000 2017
434,38,"Maldita depresión, ¿por qué no me dejas en paz?",Sat Nov 04 01:48:46 +0000 2017
435,38,"Me cuesta mucho animarme a hacer algo, lo que sea.",Sat Nov 18 00:41:53 +0000 2017
436,38,"mi depresion consta de dos partes, la ”tristeza absoluta” en la que busco ayuda, o la ”yo me quiero morir”",Tue Oct 24 02:24:51 +0000 2017
437,38,Me levante queriendo que el día acabara ya.,Mon Nov 06 21:29:32 +0000 2017
438,38,"La vida es una puta mierda a veces y ya está, sin explicación alguna.",Mon Nov 06 20:06:15 +0000 2017
439,38,Cuántas veces he caminado por multitud de gente y me hacen sentir sola.,Mon Nov 13 14:43:59 +0000 2017
440,38,Para estas fechas empezó mi infierno hace ya algún tiempo.,Wed Nov 15 00:55:14 +0000 2017
441,38,"Hay días en los que me siento perfecta y que nadie puede conmigo…
Pero de repente algo pasa y me hace sentir como la más patética de todos",Thu Nov 16 23:13:43 +0000 2017
442,39,"Pase tanto tiempo sin estar aqui, creí que había empezado a estar bien, pero me equivoqué",Mon Aug 28 15:46:37 +0000 2017
443,39,"Deprimida, sola, auto destructiva. Diganme quien quisiera estar a mi lado",Fri Jan 22 14:05:21 +0000 2016
444,39,"Cada vez me siento mas sola, mas perdida, mas muerta",Mon Aug 29 22:19:44 +0000 2016
445,39,"De nuevo lagrimas, de nuevo insomnio, de nuevo estoy hecha mierda.",Tue Jan 12 06:24:30 +0000 2016
446,39,Me pone nerviosa estar en un lugar y que se me queden viendo,Fri Apr 01 20:33:31 +0000 2016
447,39,Es imposible estar bien,Fri Apr 08 00:18:01 +0000 2016
448,39,Es increíble como puedo estar riéndome y a los 5 minutos llorando.,Thu Feb 04 02:10:59 +0000 2016
449,39,"Un solo dia quiero estar bien, ¿tanto pido?",Tue Jan 12 07:05:03 +0000 2016
450,39,Dormir... Para siempre,Thu Feb 04 02:09:58 +0000 2016
451,39,SOY UN ESTORBO EN TODOS LADOS,Thu Feb 04 02:01:34 +0000 2016
452,40,"Quiero llorar.
Quiero desaparecer.
Irme.
No ser yo.",Fri Feb 02 22:04:57 +0000 2018
453,40,No sé cómo pedir ayuda.,Tue Jan 09 15:23:17 +0000 2018
454,40,"Día triste.
He vuelto a caer.",Tue Feb 20 18:59:42 +0000 2018
455,40,Estoy muy cansada de todo.,Sat Jan 13 22:15:12 +0000 2018
456,40,"Quiero ir y decirle a alguien todo lo que me pasa, pero no puedo",Wed Feb 22 21:27:57 +0000 2017
457,40,"Siento que mi vida ya carece de sentido. Mis amigos me cambian, mi familia no me quiere ... Estoy sola",Tue Feb 21 21:07:00 +0000 2017
458,40,"Todo me sale tan mal...
Es como magia",Sun Dec 10 19:30:03 +0000 2017
459,40,Yo no elegí vivir y menos aún hacerlo así.,Mon Jan 08 15:48:09 +0000 2018
460,40,No se porqué todo me sale tan mal. No creo merecerlo.,Mon Jul 17 00:42:23 +0000 2017
461,40,Tan cansada como siempre,Mon Nov 13 15:06:31 +0000 2017
462,40,Me siento completamente vacía y no sé de dónde viene ese vacío.,Sun Oct 22 19:58:44 +0000 2017
463,40,Si la vida es sufrimiento no quiero vivir,Mon Jan 30 22:02:43 +0000 2017
464,41,El ataque de ansiedad no es por la camiseta sólo es que llevo guardándome todo el dolor y malestar quee siento desde hace semanas,Tue Jun 05 10:05:10 +0000 2018
465,41,Estoy harta. Ya me ha dado el bajón grande. He estado bien unos días y ahora me encuentro fatal. Y siempre es la mi… EXTERNAL_LINK,Sat Jun 02 11:44:48 +0000 2018
466,41,La medicación la lleva la psiquiatra pero si yo me siento mal la psicóloga se lo dice.,Sat Jun 02 11:48:25 +0000 2018
467,41,Ojalá morirme ahora mismo.,Tue Jun 05 16:26:09 +0000 2018
468,41,Ya puedo respirar y he dejado de hiperventilar bendito diazepam,Tue Jun 05 10:08:52 +0000 2018
469,41,"Me estoy agobiando mucho porque siento que no estoy, me estoy mirando en un espejo y siento que no estoy.",Mon Jun 04 17:34:22 +0000 2018
470,41,"No dejo de pensar que no merezco hablar con psicólogos y hacer terapia porqué hay gente que está peor, y siento que… EXTERNAL_LINK",Wed May 23 19:43:09 +0000 2018
471,41,Me he tomado un diazepam y mi medicación y me cuesta respirars,Tue Jun 05 10:01:25 +0000 2018
472,41,Yo no sé qué me pasa que últimamente estoy como que no sé qué día es y no recuerdo si lo que he hecho a sido un sue… EXTERNAL_LINK,Fri May 25 06:51:50 +0000 2018
473,41,Hacía meses que no me daba un ataque así,Tue Jun 05 10:09:34 +0000 2018
474,41,Últimamente me siento súper rara porqué se me mezclan mucho los sueños con la vida real y estoy como perdida¿?,Thu May 31 19:41:17 +0000 2018
475,41,Estoy llorando agobiada y ni siquiera sé porqué pero me encuentro mal.,Wed May 30 16:24:25 +0000 2018
476,42,"Ustedes también se pasan todo el día encerrados en su habitación porque no tienen ganas de nada, ni siquiera de jun… EXTERNAL_LINK",Thu Mar 01 15:30:26 +0000 2018
477,42,"Nunca voy a olvidar cómo estaba mi mamá la primera vez que me intenté suicidar, la desesperación que tenía. No le p… EXTERNAL_LINK",Thu Mar 01 21:40:29 +0000 2018
478,42,"No le encuentro sentido a la vida, no le encuentro sentido a nada. No sé qué mierda me pasa ni como salir de esta s… EXTERNAL_LINK",Thu Mar 01 22:23:53 +0000 2018
479,42,"Con la depresión y ganas de morir que tengo no sé de dónde mierda voy a sacar energías para estudiar este año, dese… EXTERNAL_LINK",Fri Mar 02 00:08:19 +0000 2018
480,42,"vivo deprimida y con ganas de morir, no se que espero para suicidarme",Fri Mar 02 01:53:50 +0000 2018
